Name;Instance count;Size (bytes)
com.jprofiler.agent.util.a.a.p;2;80
scala.math.BigDecimal;2;48
sun.nio.fs.NativeBuffer[ ];2;64
java.awt.geom.GeneralPath;2;64
scala.actors.remote.Locator;2;48
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping;2;64
java.math.BigDecimal[ ];2;144
java.net.SocketPermission;2;112
sun.util.locale.UnicodeLocaleExtension;2;64
sun.java2d.loops.GraphicsPrimitive[ ];2;3280
java.util.Random;2;64
java.util.jar.Manifest;2;48
sun.awt.image.SunVolatileImage;2;112
sun.awt.util.IdentityArrayList;2;48
java.net.InetSocketAddress[ ];2;48
sun.util.locale.LocaleExtensions;2;48
java.io.FileOutputStream;2;64
java.lang.ref.ReferenceQueue$Null;2;64
com.siigna.app.view.View$$anonfun$paint$3;2;48
com.siigna.app.view.View$$anonfun$paint$4;2;48
sun.misc.URLClassPath$Loader;2;48
java.awt.Cursor[ ];2;144
sun.security.jca.ProviderConfig[ ];2;72
java.io.PrintStream;2;64
sun.util.calendar.ZoneInfo;2;112
sun.reflect.NativeMethodAccessorImpl;2;48
com.siigna.app.controller.Controller$$anonfun$act$1$$anonfun$apply$1;2;32
java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl;2;64
java.util.ResourceBundle$BundleReference;2;96
scala.math.BigInt;2;32
java.io.ExpiringCache;2;80
java.nio.ByteOrder;2;32
com.siigna.module.ModuleMenu$$anonfun$paint$3;2;32
com.siigna.module.ModuleMenu$$anonfun$paint$5;2;32
com.siigna.module.ModuleMenu$$anonfun$paint$4;2;32
sun.awt.im.InputMethodLocator;2;48
sun.management.GarbageCollectorImpl;2;96
com.jprofiler.agent.probe.a.a.p;2;352
$Proxy1;2;32
sun.net.spi.DefaultProxySelector$NonProxyInfo;2;64
sun.awt.MostRecentKeyValue;2;48
sun.security.provider.SHA;2;112
com.sun.jmx.mbeanserver.WeakIdentityHashMap;2;48
sun.java2d.d3d.D3DContext;2;128
java.lang.reflect.TypeVariable[ ];2;48
com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap;2;96
java.lang.management.ManagementPermission;2;48
javax.management.openmbean.TabularType;2;96
sun.java2d.d3d.D3DSurfaceData$D3DWindowSurfaceData;2;224
com.siigna.app.Siigna$;1;64
java.lang.Character[ ];1;528
scala.reflect.NoManifest$;1;16
sun.management.MemoryManagerImpl;1;40
scala.collection.parallel.ForkJoinTasks$;1;16
sun.java2d.NullSurfaceData;1;56
com.sun.jmx.remote.util.ClassLogger;1;24
java.lang.Terminator$1;1;16
sun.nio.ch.Util$1;1;16
java.nio.channels.spi.AbstractInterruptibleChannel$1;1;16
java.io.RandomAccessFile;1;32
java.awt.DefaultFocusTraversalPolicy;1;32
com.siigna.app.view.View$$anonfun$4;1;16
com.siigna.app.controller.remote.Server;1;32
scala.collection.Traversable$;1;16
sun.font.TrueTypeGlyphMapper;1;32
java.lang.ProcessEnvironment;1;48
scala.actors.scheduler.DrainableForkJoinPool;1;80
sun.misc.Launcher;1;16
com.siigna.module.base.radialmenu.EventENE$;1;32
scala.math.BigInt$;1;32
java.util.concurrent.atomic.AtomicBoolean;1;16
java.util.ResourceBundle$Control;1;16
com.siigna.util.event.MouseMove$;1;16
scala.collection.immutable.Vector;1;56
java.lang.management.PlatformComponent$9;1;16
sun.java2d.loops.RenderLoops[ ];1;40
java.lang.management.PlatformComponent$5;1;16
java.lang.management.PlatformComponent$6;1;16
java.awt.Dialog$ModalExclusionType[ ];1;32
scala.collection.immutable.Map$;1;16
java.lang.management.PlatformComponent$7;1;16
java.lang.management.PlatformComponent$8;1;16
java.lang.management.PlatformComponent$1;1;16
java.lang.management.PlatformComponent$2;1;16
java.lang.management.PlatformComponent$3;1;16
java.lang.management.PlatformComponent$4;1;16
java.util.concurrent.locks.ReentrantReadWriteLock$FairSync;1;48
scala.actors.Actor$blocker$;1;16
scala.actors.MQueueElement;1;24
com.siigna.app.SiignaApplet$$anon$2;1;112
com.siigna.app.SiignaApplet$$anon$1;1;112
com.siigna.module.cad.radialmenu.category.CreateCategory$;1;32
java.awt.EventQueue$2;1;16
java.awt.EventQueue$1;1;16
scala.collection.immutable.Traversable$;1;16
sun.nio.cs.StandardCharsets$Classes;1;40
com.siigna.util.event.KeyUp$;1;16
sun.java2d.windows.GDIWindowSurfaceData;1;72
com.siigna.module.cad.radialmenu.category.HelpersCategory$;1;32
com.siigna.module.inputFeedback;1;32
javax.management.JMX;1;16
scala.actors.remote.DelegateActor;1;88
sun.nio.ch.FileChannelImpl;1;56
scala.Predef$$anon$3;1;16
scala.Predef$$anon$4;1;16
sun.awt.image.PixelConverter$Bgrx;1;16
java.lang.management.MemoryManagerMXBean[ ];1;32
java.util.TimerTask[ ];1;528
java.lang.ref.Reference$Lock;1;16
scala.math.Ordering$;1;16
scala.Predef$$anon$6;1;16
com.siigna.util.geom.Vector2D$;1;16
sun.java2d.d3d.D3DScreenUpdateManager$1$1;1;16
scala.actors.Actor$;1;24
java.lang.ref.Reference$ReferenceHandler;1;104
java.math.BigDecimal$1;1;16
sun.misc.Launcher$AppClassLoader;1;80
sun.misc.FloatingDecimal$1;1;16
sun.font.SunFontManager$T1Filter;1;16
sun.java2d.d3d.D3DRTTSurfaceToSurfaceScale;1;48
java.nio.charset.CoderResult$2;1;16
java.nio.charset.CoderResult$1;1;16
sun.awt.Win32GraphicsEnvironment;1;24
scala.collection.immutable.$colon$colon$;1;16
scala.collection.immutable.HashMap$;1;16
com.siigna.module.ModuleMenu$;1;80
scala.collection.mutable.StringBuilder$;1;16
scala.collection.immutable.StreamIterator$$anonfun$$init$$1;1;16
com.siigna.util.geom.Segment2D$;1;16
com.jprofiler.agent.triggers.TriggerInterceptor;1;40
sun.java2d.d3d.D3DScreenUpdateManager$1;1;16
scala.sys.package$;1;16
java.nio.Bits$1$1;1;16
sun.dc.pr.PathFiller;1;24
sun.awt.image.PixelConverter$Ushort4444Argb;1;16
scala.runtime.ScalaRunTime$;1;24
sun.java2d.pipe.SolidTextRenderer;1;16
java.io.DataOutputStream;1;32
com.siigna.util.event.Key$;1;168
java.util.Collections$SingletonSet;1;16
java.awt.color.ICC_ColorSpace;1;64
com.siigna.app.model.Model$$anonfun$$init$$1;1;16
scala.collection.immutable.Set$EmptySet$;1;16
sun.java2d.d3d.D3DSurfaceToSurfaceTransform;1;48
sun.management.CompilationImpl;1;24
java.awt.Container$1;1;16
java.lang.NullPointerException;1;32
sun.java2d.loops.DrawGlyphListAA$General;1;48
com.siigna.app.SiignaApplet;1;296
sun.awt.SunToolkit$ModalityListenerList;1;16
java.util.jar.JavaUtilJarAccessImpl;1;16
scala.actors.remote.Terminate$;1;16
scala.actors.remote.RemoteActor$$anonfun$createNetKernelOnPort$1;1;24
java.awt.KeyboardFocusManager$HeavyweightFocusRequest;1;24
java.lang.ThreadGroup[ ];1;32
javax.management.MBeanServerBuilder;1;16
sun.java2d.pipe.OutlineTextRenderer;1;16
java.awt.EventDispatchThread;1;120
sun.nio.cs.StandardCharsets$Aliases;1;40
sun.nio.cs.UTF_8;1;24
com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder;1;16
com.siigna.app.controller.EventController$$anon$4;1;16
com.siigna.app.controller.EventController$$anon$3;1;16
com.siigna.app.controller.EventController$$anon$2;1;16
com.siigna.app.controller.EventController$$anon$1;1;16
java.util.WeakHashMap$KeySet;1;16
sun.misc.Unsafe;1;16
java.lang.ref.Finalizer$FinalizerThread;1;104
sun.font.CompositeFont[ ];1;96
sun.management.counter.Units[ ];1;48
sun.util.resources.TimeZoneNames_en;1;40
java.util.logging.LogManager;1;48
scala.collection.immutable.Map$EmptyMap$;1;16
com.jprofiler.agent.probe.structures.e;1;72
java.nio.Bits$1;1;16
java.lang.management.MemoryPoolMXBean[ ];1;40
com.siigna.util.event.MidPoints$;1;16
sun.font.CMap$NullCMapClass;1;16
com.siigna.util.collection.DirectedGraph$;1;16
scala.util.control.NoStackTrace$;1;16
sun.security.provider.Sun;1;96
scala.util.control.Breaks;1;16
sun.net.www.protocol.http.Handler;1;24
sun.text.normalizer.UBiDiProps;1;32
sun.awt.windows.WToolkit$2;1;16
java.awt.Queue[ ];1;32
com.siigna.util.geom.ComplexRectangle2D$;1;16
sun.awt.windows.WInputMethodDescriptor;1;16
sun.net.DefaultProgressMeteringPolicy;1;16
java.awt.font.TextLine$2;1;16
java.awt.font.TextLine$3;1;16
java.awt.font.TextLine$1;1;16
com.siigna.module.base.Menu$;1;24
sun.awt.windows.WWindowPeer$ActiveWindowListener;1;16
java.awt.color.ICC_Profile$1;1;16
java.awt.font.TextLine$4;1;16
sun.java2d.loops.SurfaceType[ ];1;40
sun.awt.image.PixelConverter$Xbgr;1;16
sun.util.resources.LocaleData$LocaleDataResourceBundleControl;1;16
java.util.Timer;1;24
java.lang.Integer[ ];1;1040
com.siigna.util.event.Track$;1;48
scala.xml.TopScope$;1;24
com.siigna.util.event.KeyDown$;1;16
scala.util.control.Breaks$;1;16
com.siigna.util.geom.Arc2D$;1;16
scala.collection.mutable.ArrayBuilder$;1;16
com.siigna.module.base.radialmenu.EventWSW$;1;32
com.siigna.module.cad.radialmenu.category.ModifyCategory$$anonfun$2;1;16
com.siigna.module.cad.radialmenu.category.ModifyCategory$$anonfun$1;1;16
com.siigna.module.cad.radialmenu.category.ModifyCategory$$anonfun$4;1;16
com.siigna.module.cad.radialmenu.category.ModifyCategory$$anonfun$3;1;16
sun.font.GlyphLayout$EngineRecord;1;40
java.awt.Component$FlipSubRegionBufferStrategy;1;48
sun.awt.im.ExecutableInputMethodManager;1;56
sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceTransform;1;48
java.awt.image.DataBuffer$1;1;16
sun.font.CMap$CMapFormat4;1;48
sun.java2d.pipe.GeneralCompositePipe;1;16
sun.dc.DuctusRenderingEngine;1;16
scala.collection.immutable.Vector$$anon$2;1;16
sun.java2d.loops.DrawGlyphList$General;1;48
scala.util.Random;1;16
sun.awt.PostEventQueue;1;24
java.net.Proxy$Type[ ];1;32
sun.java2d.pipe.AlphaColorPipe;1;16
sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceScale;1;48
sun.awt.SunHints$Value[ ][ ];1;56
com.siigna.app.model.ActionModel$$anonfun$1;1;16
sun.java2d.pipe.NullPipe;1;16
java.util.Timer$1;1;16
com.siigna.app.model.shape.TextShape$;1;16
sun.nio.cs.MS1252;1;24
com.siigna.app.controller.remote.RemoteController$$anonfun$act$2;1;16
sun.font.Decoration;1;16
com.siigna.util.event.MouseButtonRight$;1;16
com.siigna.module.Module$;1;16
com.jprofiler.agent.triggers.TriggerInterceptor$1;1;24
java.lang.ApplicationShutdownHooks$1;1;16
java.net.Proxy;1;24
scala.util.Properties$;1;40
scala.actors.Reactor$$anon$1;1;16
scala.actors.Reactor$$anon$2;1;16
java.util.Collections$EmptyIterator;1;16
com.siigna.app.SiignaApplication$;1;16
sun.nio.ch.NativeThreadSet;1;24
sun.misc.ASCIICaseInsensitiveComparator;1;16
java.io.InputStreamReader;1;24
com.siigna.util.event.MouseDouble$;1;16
sun.java2d.loops.SetDrawPathANY;1;48
sun.reflect.GeneratedConstructorAccessor1;1;16
com.siigna.app.model.shape.LineShape$;1;16
scala.math.Ordered$;1;16
sun.net.www.http.KeepAliveCache;1;48
scala.Predef$Pair$;1;16
java.awt.font.TextLayout$CaretPolicy;1;16
scala.math.Equiv$;1;16
sun.management.HotSpotDiagnostic;1;16
java.util.Set[ ];1;32
sun.java2d.d3d.D3DRTTSurfaceToSurfaceTransform;1;48
java.security.cert.Certificate[ ];1;16
sun.awt.FontDescriptor[ ][ ][ ];1;40
com.jprofiler.agent.util.a.a.ad;1;64
sun.awt.windows.WingDings$Encoder;1;48
com.siigna.app.model.action.Transform$;1;16
scala.collection.immutable.Nil$;1;16
sun.java2d.d3d.D3DSurfaceToSwBlit;1;48
sun.awt.image.PixelConverter$Xrgb;1;16
java.io.ByteArrayOutputStream;1;24
com.siigna.util.Implicits$;1;16
scala.reflect.Manifest$$anon$11;1;24
scala.reflect.Manifest$$anon$12;1;24
scala.reflect.Manifest$$anon$13;1;24
scala.reflect.Manifest$$anon$14;1;24
java.lang.Throwable[ ];1;16
java.util.Collections$SetFromMap;1;24
java.awt.KeyboardFocusManager$1;1;16
scala.reflect.Manifest$$anon$10;1;24
scala.collection.generic.IdleSignalling$;1;16
com.siigna.util.geom.Circle2D$;1;16
java.awt.event.InputEvent$1;1;16
com.siigna.module.cad.radialmenu.category.PropertiesCategory$$anonfun$2;1;16
com.jprofiler.agent.util.a.a.a.c;1;16
com.siigna.util.geom.Line2D$;1;16
javax.management.NotificationBroadcasterSupport$1;1;16
sun.awt.image.PixelConverter$Rgba;1;16
sun.launcher.LauncherHelper;1;24
sun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType[ ];1;32
sun.nio.fs.WindowsFileSystem;1;32
com.siigna.util.event.EventParser$$anonfun$1;1;16
sun.misc.SoftCache;1;32
scala.collection.immutable.Stream$$anonfun$iterate$1;1;24
scala.actors.Actor$State$;1;72
int[ ][ ][ ];1;40
sun.java2d.loops.SetFillSpansANY;1;48
com.siigna.app.controller.remote.RemoteController$;1;88
sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar;1;16
java.nio.file.StandardCopyOption[ ];1;32
java.util.Collections$EmptySet;1;16
double[ ][ ];1;88
scala.Symbol$;1;32
com.siigna.app.model.server.User;1;32
com.siigna.module.cad.radialmenu.category.PropertiesCategory$;1;32
java.nio.DirectByteBuffer$Deallocator;1;32
sun.java2d.StateTracker$1;1;16
sun.java2d.StateTracker$2;1;16
scala.runtime.BoxedUnit;1;16
sun.font.TrueTypeFont;1;136
com.siigna.module.ModuleLoader$;1;32
sun.awt.AppContext;1;56
com.siigna.module.cad.radialmenu.category.PropertiesCategory$$anonfun$1;1;16
scala.reflect.Manifest$;1;72
com.siigna.util.event.End$;1;16
sun.awt.image.PixelConverter$Rgbx;1;16
java.util.logging.LoggingProxyImpl;1;16
scala.sys.BooleanProp$$anonfun$keyExists$1;1;16
sun.java2d.d3d.D3DSurfaceToSurfaceScale;1;48
scala.collection.immutable.List$;1;16
sun.awt.windows.WToolkit$ToolkitDisposer;1;16
java.io.BufferedInputStream;1;40
scala.collection.immutable.Vector$;1;24
scala.collection.immutable.Set$;1;16
java.lang.OutOfMemoryError[ ];1;32
scala.actors.Reactor$$anonfun$dostart$1;1;16
scala.collection.immutable.Range$;1;16
sun.awt.Symbol;1;24
sun.nio.cs.ThreadLocalCoders$1;1;24
sun.nio.cs.ThreadLocalCoders$2;1;24
com.jprofiler.agent.probe.c.b;1;24
com.jprofiler.agent.probe.c.c;1;48
scala.collection.immutable.HashMap$EmptyHashMap$;1;16
java.awt.AWTEvent$1;1;16
com.jprofiler.agent.probe.c.a;1;24
java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync;1;48
sun.nio.cs.UTF_16;1;24
sun.management.MemoryImpl;1;32
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory;1;16
com.siigna.module.base.radialmenu.EventSSE$;1;32
sun.reflect.UnsafeObjectFieldAccessorImpl;1;24
java.lang.reflect.ReflectPermission;1;24
sun.java2d.pipe.BufferedRenderPipe$AAParallelogramPipe;1;16
sun.java2d.pipe.AATextRenderer;1;16
com.siigna.module.base.radialmenu.category.FileCategory$$anonfun$2;1;16
com.siigna.module.base.radialmenu.category.FileCategory$$anonfun$1;1;16
com.siigna.module.base.radialmenu.EventNNE$;1;32
sun.java2d.windows.GDIRenderer;1;16
sun.awt.windows.WToolkit;1;72
scala.actors.Reactor$$anonfun$startSearch$1$$anonfun$apply$mcV$sp$1;1;16
java.util.ResourceBundle$Control$CandidateListCache;1;24
sun.awt.windows.WWindowPeer$GuiDisposedListener;1;16
scala.collection.Seq$;1;16
com.siigna.app.view.Interface$Cursors$;1;32
com.siigna.util.event.MouseEnter$;1;16
sun.awt.windows.WKeyboardFocusManagerPeer;1;16
sun.awt.image.PixelConverter$UshortGray;1;16
scala.collection.parallel.immutable.ParSeq$;1;16
sun.nio.cs.ISO_8859_1;1;24
sun.awt.image.PixelConverter$Argb;1;16
com.jprofiler.agent.probe.a.a.aa;1;24
com.siigna.module.cad.radialmenu.category.StartCategory$;1;32
com.jprofiler.agent.probe.a.a.ac;1;24
com.jprofiler.agent.probe.a.a.ab;1;24
sun.dc.pr.Rasterizer;1;32
scala.actors.scheduler.ThreadPoolConfig$;1;32
scala.actors.remote.TcpService;1;136
sun.security.jca.ProviderList$1;1;96
com.siigna.module.base.radialmenu.category.FileCategory$;1;32
sun.java2d.d3d.D3DTextureToSurfaceScale;1;48
com.intellij.rt.execution.application.AppMain$1;1;16
com.siigna.util.event.MouseButtonMiddle$;1;16
sun.management.VMManagementImpl;1;24
com.siigna.app.model.shape.CircleShape$;1;16
sun.nio.fs.WindowsPathType[ ];1;40
java.lang.Runtime;1;16
scala.actors.scheduler.ForkJoinScheduler;1;56
sun.net.ProgressMonitor;1;24
com.siigna.util.event.MouseUp$;1;16
sun.awt.windows.WGlobalCursorManager;1;32
sun.nio.cs.StandardCharsets$Cache;1;40
scala.math.Numeric$DoubleIsFractional$;1;16
sun.java2d.cmm.ProfileDeferralInfo;1;32
sun.java2d.loops.SetFillPathANY;1;48
com.jprofiler.agent.b;1;104
com.jprofiler.agent.k;1;16
com.sun.jmx.mbeanserver.SecureClassLoaderRepository;1;16
com.siigna.util.event.Start$;1;16
java.lang.CharacterDataLatin1;1;16
com.siigna.module.base.radialmenu.EventWNW$;1;32
java.net.InetAddress$1;1;16
scala.collection.immutable.Seq$;1;16
scala.actors.remote.RemoteActor$;1;24
sun.java2d.StateTrackable$State[ ];1;32
java.io.BufferedReader;1;48
com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport;1;24
scala.actors.Scheduler$;1;16
com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1;1;16
sun.nio.fs.WindowsSecurityDescriptor;1;24
java.util.BitSet;1;24
sun.java2d.pipe.BufferedRenderPipe$BufferedDrawHandler;1;64
scala.math.BigInt[ ];1;8216
java.security.SecureRandom;1;64
com.siigna.package$;1;240
com.siigna.module.base.radialmenu.EventE$;1;32
scala.math.BigDecimal$;1;40
scala.reflect.ClassManifest$;1;72
java.lang.ArithmeticException;1;32
com.siigna.util.geom.SimpleRectangle2D$;1;16
com.siigna.module.base.radialmenu.EventC$;1;32
java.util.Collections$EmptyMap;1;24
sun.awt.im.InputMethodContext;1;64
java.awt.GraphicsDevice[ ];1;24
scala.collection.immutable.Stream$$hash$colon$colon$;1;16
sun.misc.PerformanceLogger$TimeData;1;24
com.jprofiler.agent.probe.JavaCollector;1;48
sun.java2d.d3d.D3DGraphicsConfig$D3DImageCaps;1;16
java.awt.image.ComponentColorModel;1;104
sun.java2d.d3d.D3DTextureToSurfaceTransform;1;48
com.siigna.module.cad.radialmenu.category.HelpersCategory$$anonfun$1;1;16
sun.awt.windows.WInputMethod;1;48
sun.java2d.d3d.D3DSurfaceDataProxy;1;48
com.siigna.module.cad.radialmenu.category.HelpersCategory$$anonfun$2;1;16
com.siigna.module.cad.radialmenu.category.HelpersCategory$$anonfun$3;1;16
sun.awt.image.PixelConverter$RgbaPre;1;16
sun.net.www.http.KeepAliveStream;1;64
com.siigna.util.event.MouseExit$;1;16
java.util.Collections$EmptyEnumeration;1;16
sun.reflect.GeneratedSerializationConstructorAccessor1;1;16
sun.reflect.GeneratedSerializationConstructorAccessor2;1;16
sun.reflect.GeneratedSerializationConstructorAccessor3;1;16
sun.reflect.GeneratedSerializationConstructorAccessor4;1;16
scala.collection.immutable.StreamIterator;1;16
sun.reflect.GeneratedSerializationConstructorAccessor9;1;16
scala.collection.mutable.WrappedArray$;1;16
sun.reflect.GeneratedSerializationConstructorAccessor5;1;16
sun.reflect.GeneratedSerializationConstructorAccessor6;1;16
sun.reflect.GeneratedSerializationConstructorAccessor7;1;16
sun.reflect.GeneratedSerializationConstructorAccessor8;1;16
sun.java2d.d3d.D3DTextureToSurfaceBlit;1;48
java.awt.Component$1;1;16
sun.awt.windows.WToolkit$2$1;1;16
com.jprofiler.agent.probe.d;1;16
short[ ][ ][ ];1;40
com.jprofiler.agent.probe.f;1;112
com.jprofiler.agent.probe.e;1;16
java.util.logging.LogManager$RootLogger;1;72
com.siigna.app.controller.Controller$$anonfun$act$1;1;16
scala.math.package$;1;32
java.awt.Frame$1;1;16
com.siigna.util.event.MouseButtonLeft$;1;16
sun.awt.image.ImageRepresentation;1;96
java.security.Provider[ ];1;16
sun.nio.fs.WindowsChannelFactory$1;1;16
com.sun.jmx.mbeanserver.MBeanInstantiator;1;16
sun.awt.GlobalCursorManager$NativeUpdater;1;24
scala.sys.BooleanProp$;1;16
com.sun.jmx.mbeanserver.MXBeanLookup;1;24
sun.awt.AWTAutoShutdown;1;40
com.siigna.app.model.Model;1;32
scala.actors.remote.TcpService$;1;24
java.io.DeleteOnExitHook$1;1;16
sun.java2d.Disposer;1;16
com.siigna.app.model.action.Delete$;1;16
sun.java2d.d3d.D3DDrawImage;1;16
com.sun.jmx.interceptor.DefaultMBeanServerInterceptor;1;40
java.nio.file.attribute.FileAttribute[ ];1;16
java.io.WinNTFileSystem;1;32
java.awt.Window$1;1;16
sun.font.FileFont[ ];1;96
sun.java2d.d3d.D3DRenderer;1;32
com.siigna.util.event.MouseButtonNone$;1;16
sun.font.TrueTypeFont$TTDisposerRecord;1;16
com.jprofiler.agent.util.a.a.k;1;40
scala.actors.remote.NamedSend;1;32
java.util.Collections$EmptyList;1;16
java.util.ResourceBundle$RBClassLoader;1;64
sun.misc.URLClassPath$FileLoader;1;24
java.awt.image.DataBufferByte;1;48
sun.misc.Perf;1;16
scala.collection.Iterator$;1;16
sun.awt.resources.awt;1;40
scala.Console$;1;112
scala.actors.Reactor$;1;24
sun.management.ManagementFactoryHelper$PlatformLoggingImpl;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$4;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$3;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$2;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$1;1;16
javax.management.NotificationBroadcasterSupport;1;24
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$8;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$7;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$6;1;16
scala.math.Numeric$IntIsIntegral$;1;16
com.siigna.module.cad.radialmenu.category.StartCategory$$anonfun$5;1;16
sun.java2d.pipe.AlphaPaintPipe;1;16
sun.security.provider.NativeSeedGenerator;1;16
sun.nio.cs.StreamDecoder;1;48
sun.awt.windows.WCustomCursor;1;40
scala.collection.mutable.BitSet$;1;16
char[ ][ ];1;48
java.awt.Component$DummyRequestFocusController;1;16
com.siigna.app.controller.remote.RemoteConstants$;1;72
java.lang.reflect.ReflectAccess;1;16
sun.awt.image.PixelConverter;1;16
sun.java2d.WindowsSurfaceManagerFactory;1;16
com.jprofiler.agent.Sampler;1;104
sun.java2d.loops.SetDrawPolygonsANY;1;48
java.awt.Dialog$ModalityType[ ];1;32
java.util.TimerThread;1;112
sun.net.www.protocol.file.Handler;1;16
com.siigna.util.event.EndPoints$;1;24
sun.font.GlyphList;1;80
sun.awt.windows.WFontConfiguration;1;104
com.siigna.app.model.Drawing$;1;24
sun.misc.Launcher$Factory;1;16
sun.text.normalizer.UCharacterProperty;1;56
java.awt.Component$AWTTreeLock;1;16
com.siigna.util.logging.Log$;1;48
sun.java2d.d3d.D3DRenderQueue;1;24
sun.java2d.d3d.D3DTextRenderer;1;16
sun.net.www.protocol.http.HttpURLConnection$TunnelState[ ];1;32
sun.font.GlyphLayout;1;64
com.sun.nio.file.ExtendedOpenOption[ ];1;32
scala.actors.SuspendActorControl;1;32
com.siigna.module.base.radialmenu.EventN$;1;32
com.sun.jmx.mbeanserver.StandardMBeanSupport;1;24
com.sun.jmx.mbeanserver.DescriptorCache;1;16
scala.concurrent.forkjoin.ForkJoinPool$DefaultForkJoinWorkerThreadFactory;1;16
sun.reflect.UnsafeBooleanFieldAccessorImpl;1;24
com.siigna.app.model.shape.ArcShape$;1;16
sun.font.SunFontManager$TTFilter;1;16
sun.awt.SunHints$LCDContrastKey;1;24
scala.collection.IndexedSeq$;1;16
sun.awt.image.PixelConverter$Ushort565Rgb;1;16
com.siigna.util.event.ModifierKeys$;1;24
sun.dc.pr.PathDasher;1;24
scala.Predef$;1;48
sun.awt.image.ToolkitImage;1;48
com.sun.jmx.mbeanserver.MXBeanIntrospector;1;16
sun.java2d.SurfaceData$PixelToPgramLoopConverter;1;48
sun.java2d.loops.GraphicsPrimitiveMgr$2;1;16
scala.actors.remote.NetKernel;1;32
sun.java2d.loops.GraphicsPrimitiveMgr$1;1;16
com.siigna.app.model.shape.PolylineShape$;1;16
sun.awt.CausedFocusEvent$Cause[ ];1;72
sun.font.FontRunIterator;1;40
java.net.Inet6AddressImpl;1;24
com.sun.jmx.mbeanserver.JmxMBeanServer;1;40
com.siigna.module.ModulePackage$;1;16
sun.awt.windows.WCanvasPeer;1;128
sun.net.spi.DefaultProxySelector;1;16
scala.util.MurmurHash$;1;64
sun.java2d.loops.TransformBlit;1;48
com.siigna.module.cad.radialmenu.category.ModifyCategory$;1;32
java.util.Hashtable$EntrySet;1;16
scala.collection.mutable.HashTable$;1;16
scala.actors.remote.DelegateActor$$anonfun$act$1;1;16
sun.awt.Win32FontManager;1;160
com.siigna.module.base.radialmenu.EventSSW$;1;32
scala.collection.immutable.Iterable$;1;16
com.jprofiler.agent.probe.a.o;1;24
sun.awt.image.PixelConverter$ArgbPre;1;16
com.jprofiler.agent.probe.a.q;1;32
com.jprofiler.agent.probe.a.s;1;24
com.jprofiler.agent.probe.a.r;1;24
com.siigna.module.base.radialmenu.EventNNW$;1;32
com.jprofiler.agent.probe.a.v;1;24
java.util.Collections$SynchronizedCollection;1;24
sun.awt.windows.WFramePeer;1;176
com.jprofiler.agent.probe.a.a;1;24
java.math.RoundingMode[ ];1;48
com.jprofiler.agent.probe.a.b;1;24
com.jprofiler.agent.probe.a.d;1;64
com.jprofiler.agent.probe.a.e;1;16
com.jprofiler.agent.probe.a.f;1;24
com.siigna.util.event.EventParser;1;56
com.jprofiler.agent.probe.a.k;1;32
sun.java2d.SurfaceData$PixelToShapeLoopConverter;1;16
java.net.URLClassLoader;1;80
com.siigna.app.controller.Controller$;1;72
java.nio.ByteBuffer[ ];1;48
java.awt.color.ICC_ProfileRGB;1;40
java.net.Inet6Address;1;56
com.sun.jmx.mbeanserver.StandardMBeanIntrospector;1;16
scala.None$;1;16
java.awt.Font$FontAccessImpl;1;16
java.awt.geom.AffineTransform[ ];1;88
java.util.Map[ ];1;32
java.awt.image.MemoryImageSource;1;48
java.lang.management.PlatformComponent$14;1;16
java.lang.management.PlatformComponent$15;1;16
sun.java2d.pipe.RenderBuffer;1;48
java.lang.management.PlatformComponent$12;1;16
java.lang.management.PlatformComponent$13;1;16
java.lang.management.PlatformComponent$10;1;16
java.lang.management.PlatformComponent$11;1;16
java.util.ArrayList$Itr;1;32
com.siigna.module.base.radialmenu.MenuIcons$;1;376
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings;1;48
com.sun.management.OperatingSystem;1;24
sun.management.ThreadImpl;1;24
sun.java2d.d3d.D3DScreenUpdateManager;1;32
scala.collection.parallel.package$;1;40
com.jprofiler.agent.util.i;1;64
java.util.TaskQueue;1;24
scala.sys.BooleanProp$BooleanPropImpl;1;24
java.lang.Long[ ];1;1040
